"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All cases","Reported cases","N","2019-10","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-10","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-10","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-10","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","CZ","Czechia",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","DE","Germany",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","EU27_21","EU (without UK)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","EU27_UK_21","EU (with UK until 2019)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","EUEEA30_21","EU/EEA (without UK)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","EUEEAUK_21","EU/EEA (with UK until 2019)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-11","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","BE","Belgium",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","DE","Germany",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","EU27_21","EU (without UK)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","EU27_UK_21","EU (with UK until 2019)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","EUEEA30_21","EU/EEA (without UK)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","EUEEAUK_21","EU/EEA (with UK until 2019)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","RO","Romania",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2019-12","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","DE","Germany",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-01","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","DE","Germany",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-02","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","DE","Germany",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-03","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","DE","Germany",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-04","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","DE","Germany",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-05","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","DE","Germany",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","ES","Spain",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","EU27_21","EU (without UK)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","EU27_UK_21","EU (with UK until 2019)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","EUEEA30_21","EU/EEA (without UK)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","EUEEAUK_21","EU/EEA (with UK until 2019)",2.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","RO","Romania",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-06","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","DE","Germany",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","EL","Greece",24.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","ES","Spain",8.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","EU27_21","EU (without UK)",43.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","EU27_UK_21","EU (with UK until 2019)",43.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","EUEEA30_21","EU/EEA (without UK)",43.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","EUEEAUK_21","EU/EEA (with UK until 2019)",43.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","IT","Italy",9.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","NL","Netherlands",1.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2020-07","NO","Norway",0.000000000,""
